avg_loser,avg_winner,completed,footnote,gross_pnl,hit_rate,hold_sessions,intended,legacy_id,max_drawdown_dollars,mean_gross_exposure,modeled_net,peak_gross_exposure,profit_factor,quantity_panel,split,strategy,variant,worst_day
-199.31,299.08,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",13919.05,0.52,1,200,R4,-2131.45,3085.68,11970.44,38377.68,1.6256,LEGACY_FILL_QTY,IS,Winner-Fade Short,Volume-Sized Short,-1904.75
-292.71,473.24,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",28418.42,0.555,2,200,R4,-4603.56,6115.9,26477.92,38588.39,2.0164,LEGACY_FILL_QTY,IS,Winner-Fade Short,Volume-Sized Short,-4573.62
-345.44,556.98,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",31215.33,0.545,3,200,R4,-4544.52,9088.35,29275.56,39635.9,1.9313,LEGACY_FILL_QTY,IS,Winner-Fade Short,Volume-Sized Short,-4527.52
-397.76,628.07,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",31127.73,0.53,4,200,R4,-4527.52,12049.66,29186.37,39635.9,1.7806,LEGACY_FILL_QTY,IS,Winner-Fade Short,Volume-Sized Short,-4527.52
-428.49,690.29,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",35947.51,0.535,5,200,R4,-5888.59,15011.32,34011.25,65954.18,1.8535,LEGACY_FILL_QTY,IS,Winner-Fade Short,Volume-Sized Short,-4527.52
-459.01,730.83,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",41013.56,0.55,6,200,R4,-6430.1,17953.78,39079.62,68550.27,1.946,LEGACY_FILL_QTY,IS,Winner-Fade Short,Volume-Sized Short,-4527.52
-530.17,733.84,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",38736.14,0.565,7,200,R4,-8953.63,20876.06,36798.96,69211.0,1.7978,LEGACY_FILL_QTY,IS,Winner-Fade Short,Volume-Sized Short,-8953.63
-510.41,790.04,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",49399.05,0.575,8,200,R4,-9699.77,23807.41,47470.48,73828.84,2.0942,LEGACY_FILL_QTY,IS,Winner-Fade Short,Volume-Sized Short,-8912.34
-554.02,884.14,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",47887.72,0.545,9,200,R4,-11902.71,26696.27,45955.11,73828.84,1.9115,LEGACY_FILL_QTY,IS,Winner-Fade Short,Volume-Sized Short,-8912.34
-560.25,971.95,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",49230.28,0.52,10,200,R4,-12452.01,29591.16,47298.09,95649.82,1.8794,LEGACY_FILL_QTY,IS,Winner-Fade Short,Volume-Sized Short,-8912.34
-331.83,360.43,216,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",7346.51,0.5139,1,216,R4,-14701.28,3382.36,5165.15,38526.29,1.1482,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Volume-Sized Short,-4755.34
-321.5,518.89,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",23791.24,0.5023,2,216,R4,-17195.21,11242.28,21639.46,48130.46,1.629,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Volume-Sized Short,-4698.69
-376.18,608.82,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",35524.28,0.5395,3,216,R4,-14378.47,14509.36,33381.11,48130.46,1.8963,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Volume-Sized Short,-4698.69
-441.23,704.72,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",35633.65,0.5209,4,216,R4,-20145.72,17609.31,33481.58,48130.46,1.7367,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Volume-Sized Short,-4698.69
-489.11,709.35,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",38410.96,0.5488,5,216,R4,-19110.77,20708.39,36259.64,81490.07,1.7643,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Volume-Sized Short,-4698.69
-551.42,782.42,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",43652.45,0.5581,6,216,R4,-23103.92,23794.47,41505.62,81490.07,1.7923,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Volume-Sized Short,-4765.31
-533.12,905.92,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",55884.82,0.5442,7,216,R4,-23771.3,26858.87,53746.92,83275.73,2.0287,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Volume-Sized Short,-4729.4
-531.27,944.8,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",67982.88,0.5674,8,216,R4,-20949.07,29875.8,65857.2,83342.43,2.3329,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Volume-Sized Short,-4729.4
-514.22,985.73,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",76056.96,0.5721,9,216,R4,-16865.09,32755.21,73936.76,83396.11,2.5629,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Volume-Sized Short,-4729.4
-608.66,1039.3,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",69018.77,0.5581,10,216,R4,-22110.8,35608.52,66892.76,115882.48,2.1569,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Volume-Sized Short,-5136.93
-268.54,330.75,416,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",21265.56,0.5168,1,416,R4,-11612.12,6468.04,17135.58,38526.29,1.3175,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Volume-Sized Short,-4755.34
-308.43,495.75,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",52209.65,0.5277,2,416,R4,-11794.53,17358.17,48117.37,48130.46,1.796,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Volume-Sized Short,-4698.69
-361.46,583.7,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",66739.61,0.5422,3,416,R4,-9884.74,23597.71,62656.66,48130.46,1.9123,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Volume-Sized Short,-4698.69
-420.49,667.45,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",66761.39,0.5253,4,416,R4,-13899.68,29658.97,62667.95,48130.46,1.7565,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Volume-Sized Short,-4698.69
-459.44,700.29,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",74358.47,0.5422,5,416,R4,-13401.21,35719.71,70270.89,81490.07,1.805,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Volume-Sized Short,-4980.98
-506.46,757.74,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",84666.02,0.5542,6,416,R4,-19331.7,41748.25,80585.24,83239.51,1.8601,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Volume-Sized Short,-4938.1
-531.74,821.38,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",94620.96,0.5542,7,416,R4,-16749.67,47734.92,90545.88,83275.73,1.9205,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Volume-Sized Short,-8953.63
-521.31,869.71,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",117381.92,0.5711,8,416,R4,-18773.45,53683.21,113327.68,83342.43,2.2213,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Volume-Sized Short,-8912.34
-534.01,938.0,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",123944.69,0.559,9,416,R4,-19909.96,59451.49,119891.87,114236.26,2.2268,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Volume-Sized Short,-8912.34
-584.33,1008.03,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",118249.05,0.5398,10,416,R4,-21767.76,65199.68,114190.85,117761.59,2.0231,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Volume-Sized Short,-8912.34
-198.91,298.73,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",13918.17,0.52,1,200,R4,-2119.19,3083.46,11972.74,38617.35,1.627,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Volume-Sized Short,-1901.85
-292.36,472.54,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",28368.66,0.555,2,200,R4,-4588.54,6111.48,26431.36,38819.58,2.0158,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Volume-Sized Short,-4558.6
-345.21,556.04,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",31130.55,0.545,3,200,R4,-4535.33,9081.92,29193.95,39586.17,1.9293,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Volume-Sized Short,-4512.55
-397.8,627.01,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",31008.35,0.53,4,200,R4,-4545.56,12041.36,29070.15,39586.17,1.7774,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Volume-Sized Short,-4512.55
-428.04,689.72,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",35924.97,0.535,5,200,R4,-5862.04,15001.29,33991.95,66157.23,1.8539,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Volume-Sized Short,-4512.55
-458.57,730.59,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",41024.46,0.55,6,200,R4,-6437.01,17941.62,39093.81,68777.25,1.9472,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Volume-Sized Short,-4512.55
-529.64,733.13,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",38699.28,0.565,7,200,R4,-8932.37,20861.64,36765.35,69430.27,1.7979,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Volume-Sized Short,-8932.37
-509.95,789.01,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",49315.42,0.575,8,200,R4,-9708.46,23790.93,47390.07,73749.11,2.0933,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Volume-Sized Short,-8891.11
-553.62,881.11,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",47591.81,0.545,9,200,R4,-11914.05,26677.92,45662.25,73749.11,1.9064,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Volume-Sized Short,-8891.11
-559.75,968.68,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",48935.59,0.52,10,200,R4,-12464.62,29571.77,47006.49,95841.32,1.8748,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Volume-Sized Short,-8891.11
-331.89,359.74,216,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",7258.99,0.5139,1,216,R4,-14776.64,3381.32,5082.84,38553.85,1.1459,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Volume-Sized Short,-4752.45
-321.21,518.63,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",23789.6,0.5023,2,216,R4,-17148.93,11159.09,21642.88,48108.97,1.6297,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Volume-Sized Short,-4695.7
-375.74,608.84,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",35565.07,0.5395,3,216,R4,-14298.58,14425.51,33427.0,48108.97,1.8986,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Volume-Sized Short,-4695.7
-440.9,704.22,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",35607.38,0.5209,4,216,R4,-20060.67,17524.82,33460.4,48108.97,1.7368,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Volume-Sized Short,-4695.7
-488.84,708.19,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",38295.2,0.5488,5,216,R4,-19188.33,20623.53,36148.88,81386.01,1.7624,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Volume-Sized Short,-4695.7
-550.97,781.21,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",43544.52,0.5581,6,216,R4,-23165.42,23709.59,41402.71,81386.01,1.791,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Volume-Sized Short,-4746.0
-532.56,904.9,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",55815.15,0.5442,7,216,R4,-23682.0,26773.94,53682.33,83136.42,2.0286,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Volume-Sized Short,-4710.04
-530.85,943.89,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",67906.86,0.5674,8,216,R4,-20867.07,29790.67,65786.27,83203.85,2.3325,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Volume-Sized Short,-4710.04
-514.0,984.61,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",75934.72,0.5721,9,216,R4,-16803.03,32669.94,73819.56,83279.45,2.5611,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Volume-Sized Short,-4710.04
-607.77,1038.14,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",68959.71,0.5581,10,216,R4,-22024.25,35523.22,66838.8,115744.73,2.1576,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Volume-Sized Short,-5112.72
-268.38,330.23,416,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",21177.15,0.5168,1,416,R4,-11663.49,6464.78,17055.59,38617.35,1.3162,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Volume-Sized Short,-4752.45
-308.11,495.27,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",52158.27,0.5277,2,416,R4,-11771.77,17270.57,48074.24,48108.97,1.7961,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Volume-Sized Short,-4695.7
-361.12,583.26,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",66695.62,0.5422,3,416,R4,-9861.36,23507.43,62620.95,48108.97,1.9127,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Volume-Sized Short,-4695.7
-420.33,666.68,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",66615.73,0.5253,4,416,R4,-13890.2,29566.18,62530.55,48108.97,1.7551,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Volume-Sized Short,-4695.7
-459.08,699.41,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",74220.17,0.5422,5,416,R4,-13502.95,35624.81,70140.84,81386.01,1.8041,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Volume-Sized Short,-4976.18
-506.02,757.0,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",84568.98,0.5542,6,416,R4,-19413.47,41651.22,80496.52,83143.71,1.8599,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Volume-Sized Short,-4933.4
-531.19,820.51,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",94514.43,0.5542,7,416,R4,-16738.61,47635.59,90447.67,83143.71,1.9204,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Volume-Sized Short,-8932.37
-520.87,868.74,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",117222.28,0.5711,8,416,R4,-18848.57,53581.6,113176.34,83203.85,2.2207,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Volume-Sized Short,-8891.11
-533.7,935.99,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",123526.53,0.559,9,416,R4,-19987.8,59347.86,119481.81,114171.94,2.2234,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Volume-Sized Short,-8891.11
-583.64,1005.89,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",117895.3,0.5398,10,416,R4,-21832.86,65094.99,113845.29,117533.37,2.0213,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Volume-Sized Short,-8891.11
-193.79,281.87,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",12647.25,0.52,1,200,R5,-2775.42,3071.14,10710.86,51730.6,1.5757,LEGACY_FILL_QTY,IS,Winner-Fade Short,Momentum+Volume-Sized Short,-1807.88
-267.45,464.9,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",29726.89,0.555,2,200,R5,-5113.7,6091.89,27800.8,52053.84,2.168,LEGACY_FILL_QTY,IS,Winner-Fade Short,Momentum+Volume-Sized Short,-5084.09
